NDVI,NDRE,RGB_Damage_Score,N,P,K,Moisture,pH,Temperature,Humidity,Energy_Consumed_mAh,Latency_ms,Cluster_KMeans,Cluster_Agglomerative,Zone_ID,Image_Type,Action_Suggested,PCA1,PCA2,Cluster_Birch
0.37,0.39,0.5,43,39,50,24.95,7.46,28.68,76.44,2.16,96.56,0,0.0,Z10,Multispectral,Apply Pesticide,0.3624372612148072,-0.0601762980548747,0
0.58,0.35,0.86,70,43,88,21.35,5.74,31.0,26.91,4.36,23.43,0,0.0,Z9,RGB,Apply Fertilizer,0.4727835547206004,0.586302673844534,1
0.86,0.2,0.5,44,25,81,12.61,5.56,38.95,37.94,8.5,51.99,0,0.0,Z3,Multispectral,Irrigate,0.0787826476925196,0.0155073760664541,0
0.78,0.32,0.5,25,14,94,18.03,7.52,26.78,28.32,7.58,15.6,1,1.0,Z6,Multispectral,Monitor,-0.1082552189708621,-0.2708926671989413,1
0.46,0.33,0.5,69,39,26,29.69,6.5,31.45,37.91,1.55,74.01,0,0.0,Z8,Multispectral,Apply Pesticide,0.1962873951975602,0.4731313149284435,1
0.58,0.35,0.97,26,40,72,33.57,7.78,38.38,48.78,6.01,31.1,0,0.0,Z6,RGB,Monitor,0.4741129622618966,-0.1105835967195251,1
0.58,0.35,0.99,16,20,55,34.29,5.75,22.73,83.95,8.53,29.91,1,0.0,Z5,RGB,Apply Pesticide,-0.1044492240136177,-0.4284371078896339,1
0.58,0.35,0.49,24,8,35,34.23,5.8,37.22,49.81,6.41,50.3,1,1.0,Z1,RGB,Apply Pesticide,-0.4778381263674274,-0.2640589896888725,1
0.58,0.35,0.61,44,19,27,37.84,6.07,39.18,81.28,3.24,46.27,1,1.0,Z4,RGB,Apply Pesticide,-0.2277949060742277,0.083932185844422,0
0.58,0.35,0.52,67,25,69,29.08,6.47,25.63,59.87,4.32,15.75,0,0.0,Z1,RGB,Apply Pesticide,-0.0018472528290275,0.4641812866772397,1
0.3,0.35,0.5,29,12,64,36.32,6.21,35.99,47.9,3.83,53.12,1,1.0,Z9,Multispectral,Apply Fertilizer,-0.3056344323177856,-0.1241601437530778,1
0.53,0.16,0.5,55,10,37,21.21,7.64,28.38,63.34,2.5,53.96,1,1.0,Z6,Multispectral,Irrigate,-0.3939042001455897,0.0926750932324842,0
0.7,0.3,0.5,43,13,67,20.09,6.19,35.26,30.53,6.71,49.21,1,0.0,Z4,Multispectral,Monitor,-0.2692564123770947,0.0063374356216765,1
0.58,0.35,0.23,26,12,31,22.47,6.98,36.28,92.47,1.42,84.32,1,1.0,Z4,RGB,Monitor,-0.3038013081038657,-0.4028105165088178,0
0.58,0.35,0.31,72,24,71,31.93,5.61,29.15,43.87,3.97,60.71,1,0.0,Z1,RGB,Apply Fertilizer,-0.0827334519565654,0.5523679067787695,0
0.58,0.35,0.64,42,13,24,37.52,7.76,20.37,36.04,2.36,81.68,1,1.0,Z6,RGB,Irrigate,-0.4224248869912181,-0.0462098517931731,0
0.33,0.28,0.5,42,41,44,34.09,6.42,32.88,41.06,8.93,48.37,0,0.0,Z5,Multispectral,Monitor,0.3329135492782819,0.0932343868725477,1
0.48,0.32,0.5,32,28,25,20.89,5.57,23.88,43.77,8.26,75.82,0,1.0,Z8,Multispectral,Irrigate,-0.0327418422732342,-0.2742956248978569,0
0.34,0.46,0.5,39,8,30,18.3,5.47,18.98,68.05,4.56,62.27,1,1.0,Z7,Multispectral,Apply Pesticide,-0.4998496939092504,-0.2356609791187697,0
0.58,0.35,0.33,51,27,21,9.78,7.43,34.39,38.68,1.09,88.86,0,0.0,Z4,RGB,Apply Fertilizer,-0.005472172627176,-0.0078810190273916,0
0.58,0.35,0.8,51,9,53,24.33,6.63,20.97,63.01,7.18,85.73,1,0.0,Z2,RGB,Monitor,-0.4293103626112196,-0.0196866270577854,0
0.58,0.35,0.86,35,39,78,22.85,5.84,32.1,55.5,8.19,22.4,0,0.0,Z2,RGB,Apply Pesticide,0.4261358111406478,-0.0423462078856674,1
0.71,0.42,0.5,15,9,32,32.24,5.92,19.44,55.78,6.32,68.49,1,1.0,Z2,Multispectral,Apply Fertilizer,-0.4715423181588125,-0.5271354030064995,0
0.38,0.28,0.5,56,20,82,31.87,5.01,34.99,71.7,2.76,16.77,1,0.0,Z5,Multispectral,Apply Pesticide,-0.0891467478572674,0.3548127917355982,1
0.58,0.35,0.97,55,26,22,29.63,6.85,38.65,42.94,9.13,91.3,0,1.0,Z10,RGB,Apply Fertilizer,-0.096747861686371,0.1619526090044134,0
0.58,0.35,0.28,72,27,54,14.95,5.95,29.75,55.95,6.77,40.59,0,0.0,Z6,RGB,Monitor,0.0168862354710069,0.4183415783886121,1
0.58,0.35,0.49,61,36,50,23.75,6.22,26.09,50.49,6.12,39.79,0,0.0,Z9,RGB,Irrigate,0.2191830641384575,0.3118982972849835,1
0.53,0.1,0.5,65,24,57,23.73,6.4,36.42,66.91,7.99,13.76,1,0.0,Z9,Multispectral,Apply Fertilizer,-0.0208405736568113,0.3971268702125901,1
0.58,0.35,0.02,42,11,35,16.6,7.34,36.35,39.3,5.92,79.69,1,1.0,Z4,RGB,Irrigate,-0.3671253349616936,-0.131489378633149,0
0.41,0.27,0.5,73,32,65,36.2,6.93,36.79,51.26,7.18,83.74,0,1.0,Z1,Multispectral,Apply Pesticide,0.129624718630171,0.5651158589085541,0
0.67,0.57,0.5,62,7,52,23.78,5.83,27.69,94.66,9.05,48.53,1,0.0,Z8,Multispectral,Apply Pesticide,-0.4669685288406757,0.1838743453207528,0
0.42,0.41,0.5,22,11,42,15.73,7.97,41.66,81.09,2.04,93.37,1,1.0,Z4,Multispectral,Apply Pesticide,-0.2500680959203001,-0.497358566355736,0
0.74,0.49,0.5,50,5,65,34.43,6.37,27.64,90.81,4.52,72.09,1,0.0,Z7,Multispectral,Irrigate,-0.4855468837761837,0.0629839569290646,0
0.58,0.35,0.3,37,32,62,16.56,5.46,39.13,94.89,2.77,30.7,0,0.0,Z4,RGB,Monitor,0.2601326155496624,-0.0895042280151498,1
0.58,0.35,0.82,18,11,25,31.6,5.82,40.56,80.84,5.93,68.17,1,1.0,Z6,RGB,Apply Pesticide,-0.38477943957678,-0.4358695677673274,0
0.73,0.45,0.5,74,24,30,8.3,7.85,34.89,51.83,5.68,96.61,1,0.0,Z9,Multispectral,Monitor,-0.0704193481323599,0.2989657166899117,0
0.58,0.35,0.87,72,31,38,18.81,6.36,27.12,30.33,2.85,24.83,0,0.0,Z6,RGB,Apply Fertilizer,0.0556291523837089,0.493318877971435,1
0.58,0.35,0.97,72,16,58,24.54,7.76,18.32,85.36,7.7,92.33,1,0.0,Z6,RGB,Monitor,-0.2356940365518615,0.2756805269051188,0
0.58,0.35,0.04,53,27,76,27.33,7.8,41.0,87.55,8.19,97.57,0,0.0,Z9,RGB,Irrigate,0.1476236065713964,0.1166889636506826,0
0.67,0.38,0.5,37,33,84,27.68,6.78,34.52,84.69,1.54,90.69,0,1.0,Z9,Multispectral,Monitor,0.3118111557811108,-0.0832773592979336,0
0.58,0.35,0.44,28,18,51,22.76,6.79,24.52,32.38,6.35,47.91,1,1.0,Z2,RGB,Apply Pesticide,-0.1741495574273486,-0.2707738412370892,1
0.58,0.35,0.18,50,21,22,12.82,5.77,26.69,72.97,1.11,96.89,1,0.0,Z9,RGB,Irrigate,-0.1881556698993511,-0.0814136936608077,0
0.29,0.27,0.5,32,12,28,33.88,6.94,41.86,36.99,6.38,91.84,1,1.0,Z2,Multispectral,Apply Fertilizer,-0.3979721456512002,-0.1707109136968854,0
0.83,0.26,0.5,42,31,88,34.0,6.25,20.83,31.94,9.59,82.66,0,1.0,Z3,Multispectral,Apply Fertilizer,0.158537673304356,0.034924440446698,0
0.58,0.35,0.6,48,6,68,21.74,7.41,24.18,62.33,2.98,91.11,1,1.0,Z6,RGB,Monitor,-0.4245280180694553,-0.0574251312156308,0
0.58,0.35,0.61,42,27,49,18.33,7.55,41.26,90.53,2.4,19.73,0,0.0,Z5,RGB,Irrigate,0.1469564440681547,-0.0212839450056729,1
0.52,0.55,0.5,48,38,28,22.26,6.43,29.13,53.58,4.96,74.58,0,0.0,Z8,Multispectral,Apply Fertilizer,0.2376114864086133,0.0350756282687936,0
0.58,0.35,0.94,47,36,23,13.35,7.51,24.8,43.79,7.67,77.19,0,0.0,Z6,RGB,Apply Fertilizer,0.2093249309083152,-0.0902476367754695,0
0.49,0.6,0.5,65,26,24,15.92,7.62,40.6,91.91,7.38,34.78,0,0.0,Z10,Multispectral,Apply Fertilizer,0.0169944289419159,0.2511514222632429,1
0.4,0.49,0.5,49,36,25,22.01,5.17,35.03,47.0,7.55,76.93,0,0.0,Z7,Multispectral,Apply Pesticide,0.148744482249814,0.0729004266758063,0
0.46,0.33,0.5,63,42,69,32.68,7.58,33.45,48.29,6.27,60.88,0,1.0,Z3,Multispectral,Apply Fertilizer,0.4307224959084221,0.4268041454442548,1
0.58,0.35,0.71,57,38,77,37.63,6.87,34.58,56.16,2.51,95.67,0,0.0,Z1,RGB,Monitor,0.3321852753436835,0.3366758991366521,0
0.75,0.25,0.5,42,16,92,17.83,5.39,18.51,88.61,4.36,83.44,1,1.0,Z5,Multispectral,Irrigate,-0.1300094136369239,-0.1570859329715188,0
0.27,0.51,0.5,43,8,36,12.91,5.81,21.39,75.26,9.18,45.36,1,0.0,Z5,Multispectral,Apply Pesticide,-0.4530543784838236,-0.2068538442139967,0
0.58,0.35,0.41,26,32,72,21.41,6.16,24.45,85.39,8.54,12.84,0,0.0,Z10,RGB,Apply Fertilizer,0.2766716334629086,-0.2811183043409027,1
0.58,0.35,0.91,50,19,85,32.16,5.37,21.51,59.51,5.83,32.29,1,0.0,Z10,RGB,Monitor,-0.1289186374780502,0.1805954219087983,1
0.58,0.35,0.72,68,6,94,17.0,7.43,21.77,56.39,6.27,69.18,1,0.0,Z2,RGB,Apply Fertilizer,-0.3765544330425017,0.2724024225103101,0
0.77,0.15,0.5,65,29,78,8.59,7.24,30.7,89.38,1.54,68.26,0,0.0,Z10,Multispectral,Apply Fertilizer,0.2188133478682365,0.2239079125013543,0
0.58,0.35,0.54,64,17,21,9.32,5.97,29.75,35.07,5.09,19.35,1,0.0,Z5,RGB,Apply Fertilizer,-0.300053101151797,0.2523553943764395,1
0.58,0.35,0.15,66,44,68,31.92,6.09,26.66,44.53,7.21,81.24,0,0.0,Z9,RGB,Monitor,0.4115429950998266,0.4408764456495703,0
0.58,0.35,0.01,16,29,47,14.41,6.24,29.25,66.97,5.58,58.14,0,0.0,Z8,RGB,Apply Pesticide,0.1496752257047104,-0.5278551041829697,0
0.34,0.4,0.5,22,23,46,17.42,5.96,36.93,77.92,6.53,19.65,1,0.0,Z7,Multispectral,Irrigate,0.0119973662771633,-0.3628595481579669,1
0.68,0.51,0.5,63,44,74,26.72,6.64,36.21,40.13,9.01,89.47,0,1.0,Z1,Multispectral,Irrigate,0.4729597925233418,0.3761985534196627,0
0.6,0.36,0.5,21,23,37,25.49,7.36,38.74,37.62,8.73,75.09,1,1.0,Z2,Multispectral,Apply Pesticide,-0.0505236306667984,-0.3771284148045568,1
0.58,0.35,0.99,32,31,60,37.71,6.78,38.99,69.94,6.75,86.9,0,0.0,Z6,RGB,Irrigate,0.1716408001814851,-0.1139700800857945,0
0.83,0.52,0.5,50,12,42,12.46,7.24,39.46,74.24,8.36,74.84,1,0.0,Z9,Multispectral,Apply Fertilizer,-0.2888547876742047,-0.0640366837576811,0
0.58,0.35,0.31,65,36,46,20.19,5.74,37.67,46.38,9.6,16.19,0,0.0,Z9,RGB,Irrigate,0.2217542376213377,0.4193598047995921,1
0.8,0.4,0.5,15,21,61,18.0,7.02,36.47,41.69,3.81,62.45,1,1.0,Z8,Multispectral,Apply Fertilizer,-0.0050758307478354,-0.4712715255018236,1
0.58,0.35,0.4,32,43,86,33.91,5.9,26.14,60.46,6.73,45.99,0,0.0,Z7,RGB,Apply Pesticide,0.5073591277111257,-0.0478546871436261,1
0.76,0.6,0.5,37,18,69,19.63,7.6,21.71,88.27,7.79,78.68,1,0.0,Z2,Multispectral,Irrigate,-0.0769213051238583,-0.2737120973304162,0
0.58,0.35,0.3,51,16,28,36.03,6.06,24.27,74.9,7.16,51.3,1,0.0,Z5,RGB,Apply Fertilizer,-0.344937726125802,0.1040484826696399,0
0.35,0.52,0.5,49,9,49,37.23,5.04,22.79,30.05,7.77,69.39,1,1.0,Z2,Multispectral,Monitor,-0.5334671519349077,0.1251612235957683,0
0.58,0.35,0.95,31,40,51,10.38,5.09,30.18,79.7,5.57,58.65,0,0.0,Z8,RGB,Apply Pesticide,0.4061905605760124,-0.2878747305599444,0
0.85,0.26,0.5,30,33,84,37.8,6.31,40.35,27.13,7.64,34.26,0,1.0,Z3,Multispectral,Monitor,0.2576624167065799,0.0252419109531373,1
0.58,0.35,0.83,70,25,23,20.15,6.49,25.5,68.52,7.88,88.09,1,0.0,Z2,RGB,Apply Fertilizer,-0.1265797118081935,0.2679359729451704,0
0.58,0.35,0.92,67,27,91,22.11,6.57,34.44,74.9,3.57,96.83,0,0.0,Z4,RGB,Monitor,0.132893936437859,0.3496050830625128,0
0.58,0.35,0.75,19,35,58,16.64,8.0,18.43,43.85,2.56,80.35,0,0.0,Z6,RGB,Irrigate,0.3197085458901947,-0.4898664442742767,0
0.61,0.36,0.5,67,22,42,31.7,7.51,33.47,25.54,1.81,40.01,1,0.0,Z10,Multispectral,Monitor,-0.1523167666597676,0.4875382520848637,1
0.58,0.35,0.31,25,15,50,16.16,6.66,32.01,93.73,9.5,87.78,1,1.0,Z6,RGB,Apply Pesticide,-0.1808631724269959,-0.494321126725837,0
0.64,0.46,0.5,38,14,58,21.96,7.97,18.74,27.79,6.06,19.73,1,1.0,Z9,Multispectral,Monitor,-0.2415744619604047,-0.1091578840079856,1
0.58,0.35,0.17,53,41,70,16.01,6.99,37.58,52.21,5.07,76.85,0,1.0,Z7,RGB,Apply Fertilizer,0.4610012951755279,0.1538290450019923,0
0.63,0.56,0.5,39,19,93,29.5,5.83,29.01,60.09,3.01,21.83,1,0.0,Z7,Multispectral,Monitor,-0.0502879805464875,0.0470365296731977,1
0.29,0.38,0.5,59,22,80,9.58,7.84,28.1,77.27,9.22,32.9,1,0.0,Z3,Multispectral,Apply Fertilizer,0.0662554579983523,0.1266668770639553,1
0.52,0.21,0.5,46,7,82,25.27,6.22,38.45,68.14,4.66,63.58,1,0.0,Z4,Multispectral,Monitor,-0.3601623665426399,0.0456734330884781,0
0.58,0.35,0.4,30,28,80,25.11,7.44,22.77,82.82,6.0,72.76,0,0.0,Z3,RGB,Apply Fertilizer,0.1915788815112875,-0.279665167899263,0
0.89,0.17,0.5,27,25,42,30.36,7.04,36.87,40.63,6.99,25.47,0,0.0,Z1,Multispectral,Apply Pesticide,-0.002471517135492,-0.1670220872811033,1
0.67,0.6,0.5,60,10,78,32.86,7.75,32.58,89.31,7.75,86.65,1,0.0,Z6,Multispectral,Apply Pesticide,-0.3019676811885168,0.2074192362532502,0
0.78,0.24,0.5,29,8,72,30.89,5.28,34.07,26.04,1.67,64.46,1,1.0,Z7,Multispectral,Monitor,-0.4175087574577292,-0.1333854858100972,1
0.55,0.23,0.5,30,32,40,13.77,7.65,29.73,29.82,6.85,74.78,0,1.0,Z10,Multispectral,Apply Pesticide,0.1828952315804898,-0.3052308720666629,0
0.58,0.35,0.08,63,28,25,29.11,7.28,31.72,58.88,1.37,49.2,0,0.0,Z4,RGB,Apply Fertilizer,-0.0212748789034821,0.344439005118077,1
0.73,0.33,0.5,30,26,70,19.22,7.97,24.08,68.06,9.97,11.57,0,0.0,Z9,Multispectral,Monitor,0.1523915413964859,-0.2562043652006378,1
0.59,0.12,0.5,62,11,81,21.45,6.21,26.8,85.09,8.21,92.21,1,0.0,Z10,Multispectral,Irrigate,-0.2996700864127752,0.1611233759339991,0
0.58,0.35,0.83,36,7,91,17.22,7.91,29.63,45.79,2.62,16.41,1,1.0,Z3,RGB,Monitor,-0.2694937079956349,-0.1146288286030763,1
0.58,0.35,0.04,41,17,71,13.3,7.25,27.24,88.31,8.57,62.52,1,0.0,Z8,RGB,Apply Fertilizer,-0.0820870026514518,-0.2053378031557637,0
0.58,0.35,0.25,31,29,54,13.13,6.06,18.11,33.16,2.56,14.85,0,1.0,Z5,RGB,Apply Fertilizer,0.1116520688509695,-0.2096424467206308,1
0.58,0.35,0.84,56,10,36,35.54,7.77,34.52,78.42,2.69,53.64,1,0.0,Z7,RGB,Apply Pesticide,-0.4076704475888039,0.2051585306564168,0
0.58,0.35,0.34,50,17,92,14.1,6.85,22.47,42.67,2.69,74.74,1,1.0,Z2,RGB,Apply Pesticide,-0.0988189966354891,0.0284698274833122,0
0.58,0.35,0.01,56,33,89,33.61,5.25,35.45,38.93,7.89,98.81,0,1.0,Z5,RGB,Apply Fertilizer,0.1910385952654304,0.3140653752869499,0
0.37,0.33,0.5,41,32,84,10.14,6.98,37.95,94.43,1.81,70.16,0,0.0,Z6,Multispectral,Apply Fertilizer,0.355801722064082,-0.1174117374826357,0
0.53,0.16,0.5,71,32,61,25.0,5.92,37.51,58.6,1.55,53.51,0,0.0,Z5,Multispectral,Apply Fertilizer,0.1487957347704703,0.5268885229727782,1
0.38,0.16,0.5,33,9,45,34.27,6.39,40.33,80.3,4.87,73.25,1,1.0,Z1,Multispectral,Apply Pesticide,-0.4007339823602769,-0.1639348562828365,0
0.58,0.35,0.6,20,21,29,16.49,5.87,25.92,80.78,4.33,47.66,1,0.0,Z8,RGB,Monitor,-0.1062961600734,-0.4988025769327827,0
0.83,0.42,0.5,67,11,37,22.79,5.63,38.28,51.24,8.13,82.04,1,1.0,Z10,Multispectral,Monitor,-0.4497941076974088,0.3117044185014899,0
0.58,0.35,0.91,54,40,32,19.57,5.68,34.0,86.79,9.59,84.19,0,1.0,Z1,RGB,Irrigate,0.307728319447581,0.0676092006008802,0
0.68,0.45,0.5,23,15,35,22.69,6.8,25.69,68.33,5.37,30.89,1,1.0,Z6,Multispectral,Apply Fertilizer,-0.242611182891899,-0.3938258363068583,1
0.77,0.45,0.5,47,11,35,8.82,7.99,22.74,59.49,4.03,27.71,1,0.0,Z9,Multispectral,Apply Fertilizer,-0.3228299216357093,-0.1160126846043043,1
0.58,0.35,0.65,64,33,58,37.89,7.12,41.31,55.34,7.29,43.17,0,1.0,Z3,RGB,Monitor,0.1768065164272567,0.4890245710102305,1
0.58,0.35,0.63,15,30,41,13.8,5.19,27.19,40.47,1.86,49.53,0,0.0,Z5,RGB,Apply Fertilizer,0.1158188852357003,-0.4847783421975509,1
0.58,0.35,0.6,64,17,83,22.17,6.42,37.1,52.52,3.55,29.16,1,0.0,Z10,RGB,Apply Pesticide,-0.1278187276652335,0.4046629757525651,1
0.58,0.35,0.76,36,27,23,9.8,6.81,23.13,65.91,9.2,29.22,0,0.0,Z5,RGB,Apply Fertilizer,0.027362754517538,-0.2827684022947291,1
0.58,0.35,0.91,15,26,93,11.77,6.0,35.08,60.75,4.02,38.85,0,1.0,Z5,RGB,Monitor,0.2206007221503254,-0.4549358945508982,1
0.58,0.35,0.97,74,44,59,27.27,6.75,35.82,37.41,1.02,69.76,0,0.0,Z3,RGB,Monitor,0.4263871865000691,0.6063245236827837,0
0.8,0.37,0.5,54,33,62,23.46,6.06,34.93,37.97,8.93,36.05,0,0.0,Z8,Multispectral,Monitor,0.19024308191099,0.2467375563834934,1
0.77,0.38,0.5,40,18,71,37.78,5.83,22.28,88.65,8.26,25.53,1,0.0,Z10,Multispectral,Apply Pesticide,-0.1537061705141088,-0.0031537872850723,1
0.58,0.35,0.52,62,6,45,20.56,7.98,23.8,56.84,7.59,93.68,1,0.0,Z10,RGB,Irrigate,-0.5025431198295656,0.1062240106340817,0
0.58,0.35,0.77,23,30,38,13.65,7.73,32.42,49.99,7.24,89.49,0,1.0,Z5,RGB,Irrigate,0.16058071470207,-0.4678297672597971,0
0.58,0.35,0.63,67,25,47,17.89,7.24,38.63,44.45,4.81,60.91,0,0.0,Z1,RGB,Apply Pesticide,-0.0164155096623767,0.3588093459596667,1
0.57,0.44,0.5,33,37,46,10.32,7.8,28.32,82.21,6.56,63.15,0,0.0,Z2,Multispectral,Irrigate,0.3799735607520788,-0.3226956759873285,0
0.58,0.35,0.85,32,25,32,12.93,7.19,22.66,33.12,3.59,39.52,0,0.0,Z10,RGB,Apply Fertilizer,-0.0181576237734084,-0.2689067606245224,1
0.46,0.5,0.5,51,9,91,26.16,7.45,21.39,38.64,3.45,68.63,1,1.0,Z2,Multispectral,Irrigate,-0.3212911785870977,0.1038844171391838,0
0.58,0.35,0.86,61,13,33,17.09,5.24,31.2,38.28,5.02,94.82,1,1.0,Z8,RGB,Apply Pesticide,-0.4208670380088212,0.1676743630611751,0
0.53,0.17,0.5,47,7,31,29.1,5.35,27.32,55.11,5.95,82.16,1,1.0,Z4,Multispectral,Apply Pesticide,-0.5735319679842696,-0.0158873968021134,0
0.31,0.49,0.5,73,33,37,9.27,6.89,33.08,34.08,1.4,69.89,0,0.0,Z4,Multispectral,Apply Fertilizer,0.1400878807893446,0.4072395431219985,1
0.58,0.35,0.62,38,28,77,28.02,7.75,38.89,66.88,6.93,21.86,0,0.0,Z5,RGB,Monitor,0.2038451441615533,0.0091119399412274,1
0.55,0.56,0.5,22,5,39,9.05,6.93,21.97,53.86,5.39,57.05,1,1.0,Z4,Multispectral,Apply Pesticide,-0.4641740884736762,-0.5563727757021523,0
0.52,0.26,0.5,56,13,55,17.02,5.13,33.7,57.87,2.3,68.79,1,1.0,Z6,Multispectral,Irrigate,-0.3243151204223161,0.1481909860132204,0
0.58,0.35,0.16,49,41,58,20.09,6.64,28.1,90.75,3.34,88.78,0,0.0,Z6,RGB,Irrigate,0.4277981535998497,0.0124676027319295,0
0.58,0.53,0.5,63,38,70,33.84,7.96,25.46,50.35,4.9,18.95,0,0.0,Z7,Multispectral,Monitor,0.344812594349155,0.4508804882602808,1
0.58,0.35,0.13,47,31,46,21.81,6.98,24.81,44.15,8.13,53.26,0,0.0,Z2,RGB,Irrigate,0.1166722601474815,0.0236080944670076,1
0.58,0.35,0.41,34,32,90,9.17,6.2,27.14,30.27,9.93,21.13,0,0.0,Z10,RGB,Irrigate,0.300606729796312,-0.1505931596451754,1
0.58,0.35,0.05,26,32,61,16.14,7.25,20.98,63.09,3.52,59.41,0,1.0,Z1,RGB,Irrigate,0.2497171622325482,-0.3627287378097887,0
0.58,0.35,0.97,39,8,71,24.66,7.54,38.29,55.51,9.02,44.69,1,0.0,Z6,RGB,Apply Fertilizer,-0.3241525484129728,-0.0819250813256859,1
0.58,0.35,0.31,49,27,84,10.85,5.86,19.49,72.47,8.12,29.12,0,0.0,Z7,RGB,Apply Pesticide,0.1437610263740506,0.0008180350266122,1
0.84,0.52,0.5,21,25,21,12.82,6.17,29.8,73.57,5.43,44.74,0,0.0,Z2,Multispectral,Irrigate,-0.011643716686509,-0.4882067215069796,0
0.43,0.12,0.5,51,44,78,28.97,7.71,39.26,84.7,7.07,41.86,0,0.0,Z1,Multispectral,Apply Fertilizer,0.5850206417752858,0.2171594931475698,1
0.72,0.41,0.5,59,15,27,23.05,7.65,39.14,39.78,5.98,13.16,1,0.0,Z2,Multispectral,Apply Pesticide,-0.2968989292937979,0.2808172680705935,1
0.58,0.35,0.16,37,14,88,30.01,5.66,22.07,75.36,2.98,71.39,1,0.0,Z4,RGB,Irrigate,-0.2092559637471806,-0.1093161504515911,0
0.58,0.35,0.43,25,32,56,19.29,6.78,18.53,31.99,2.38,65.69,0,1.0,Z7,RGB,Irrigate,0.1855203557109237,-0.329661460776571,0
0.77,0.29,0.5,35,5,63,37.78,5.38,23.97,58.89,5.95,42.8,1,0.0,Z8,Multispectral,Irrigate,-0.5280244595917485,-0.0837562116688411,1
0.58,0.35,0.71,40,19,56,19.71,7.85,22.58,32.43,6.78,42.83,1,1.0,Z6,RGB,Apply Pesticide,-0.120722391386033,-0.1083460180223984,1
0.58,0.35,0.57,25,17,87,8.33,6.67,21.29,48.48,4.97,39.85,1,1.0,Z4,RGB,Monitor,-0.0464614061648662,-0.3958289741963747,1
0.58,0.35,0.75,21,41,26,9.2,5.2,31.81,88.97,4.58,11.26,0,0.0,Z3,RGB,Irrigate,0.4124545404002377,-0.4198353160583739,1
0.83,0.48,0.5,65,15,22,17.13,6.73,39.75,38.27,9.41,60.82,1,1.0,Z7,Multispectral,Apply Pesticide,-0.346651880681032,0.2644794258994009,1
0.58,0.35,0.28,66,23,29,19.54,6.55,20.41,74.04,1.05,74.92,1,0.0,Z3,RGB,Irrigate,-0.1467024908835278,0.229527247866872,0
0.58,0.35,0.53,71,41,92,15.66,6.51,18.55,56.44,9.63,68.0,0,0.0,Z1,RGB,Monitor,0.4500208897972465,0.3795585767975817,0
0.37,0.29,0.5,45,39,36,31.54,5.62,23.99,28.8,1.85,95.6,0,0.0,Z8,Multispectral,Apply Fertilizer,0.2054053373906481,0.0740852274331825,0
0.46,0.33,0.5,57,36,48,30.1,6.58,40.25,82.23,8.95,29.39,0,0.0,Z2,Multispectral,Monitor,0.2670774831514323,0.2965290721146295,1
0.58,0.35,0.59,39,34,36,27.34,5.64,24.22,54.75,8.19,94.76,0,0.0,Z7,RGB,Apply Pesticide,0.1224435694974076,-0.1303641067889731,0
0.58,0.35,0.32,35,37,77,25.57,7.0,25.31,64.94,9.68,92.32,0,0.0,Z6,RGB,Apply Fertilizer,0.3644266920269706,-0.1827037721720698,0
0.3,0.34,0.5,28,17,28,27.5,5.53,24.91,89.59,7.11,56.75,1,0.0,Z5,Multispectral,Apply Fertilizer,-0.2597568282076576,-0.3416730041244715,0
0.55,0.44,0.5,49,17,32,26.89,7.44,33.12,75.37,4.7,95.0,1,0.0,Z9,Multispectral,Monitor,-0.240573160498619,-0.0164912618994862,0
0.58,0.35,0.66,15,18,80,36.9,6.45,28.62,51.79,7.0,79.42,1,1.0,Z2,RGB,Irrigate,-0.1076448174412844,-0.4034309280455799,0
0.58,0.35,0.21,53,39,38,28.19,7.03,34.86,64.72,6.65,18.91,0,0.0,Z8,RGB,Apply Fertilizer,0.3164049310718848,0.2393587307548512,1
0.58,0.35,0.08,58,32,28,30.43,5.09,32.62,79.23,3.64,65.3,0,0.0,Z1,RGB,Irrigate,0.0462032120164048,0.2566641525419388,0
0.58,0.35,0.08,66,15,89,14.7,6.42,36.91,86.06,6.49,13.31,1,0.0,Z5,RGB,Apply Fertilizer,-0.1134912429873114,0.3513458889864568,1
0.58,0.35,0.98,71,22,56,30.64,7.95,22.63,49.8,7.79,94.89,1,0.0,Z9,RGB,Irrigate,-0.1270587610570873,0.3720960963959769,0
0.65,0.19,0.5,19,44,26,9.44,6.36,40.09,56.29,3.99,38.56,0,1.0,Z3,Multispectral,Apply Fertilizer,0.4947906113364281,-0.4140638064479534,1
0.3,0.29,0.5,53,6,68,10.04,5.3,25.39,45.32,3.93,61.99,1,1.0,Z3,Multispectral,Monitor,-0.4582086780342914,0.0329006349487944,0
0.7,0.38,0.5,29,17,92,8.72,6.95,27.61,35.8,5.85,44.01,1,1.0,Z1,Multispectral,Irrigate,-0.0349511115224633,-0.2949594343613505,1
0.41,0.33,0.5,41,38,44,32.99,7.06,29.04,69.85,2.1,77.7,0,0.0,Z10,Multispectral,Monitor,0.2932252668797728,-0.0047885382115049,0
0.73,0.41,0.5,58,5,57,17.75,7.11,24.98,31.17,9.64,48.14,1,0.0,Z10,Multispectral,Apply Pesticide,-0.5084498764268331,0.1348566072894345,1
0.58,0.35,0.8,54,5,62,15.72,6.52,19.61,28.89,1.21,64.36,1,1.0,Z2,RGB,Apply Fertilizer,-0.507741168827028,0.0712431467627966,0
